volatility,delay_steps,seed,approval_expiry_rate,fixed_window_verdict_age,fixed_window_revalidation_count,progressive_revalidation_count,adaptive_window_size,volatility_level
0.02,8,12,0.09665841239809689,2,2,4,1,0.02
0.02,8,13,0.09600679694137638,2,2,4,1,0.02
0.02,8,14,0.09850484951226968,2,2,4,1,0.02
0.02,8,15,0.09540985432972175,2,2,4,1,0.02
0.02,8,16,0.09696457516520968,2,2,4,1,0.02
0.02,8,17,0.09859194084205551,2,2,4,1,0.02
0.02,8,18,0.0962578743168639,2,2,4,1,0.02
0.02,8,19,0.09753984996018497,2,2,4,1,0.02
0.02,8,20,0.09667791151277887,2,2,4,1,0.02
0.02,8,21,0.09766047789526268,2,2,4,1,0.02
0.02,8,22,0.09793821609054587,2,2,4,1,0.02
0.02,8,23,0.09621597637238453,2,2,4,1,0.02
0.02,8,24,0.09500083504982464,2,2,4,1,0.02
0.02,8,25,0.09653842953429673,2,2,4,1,0.02
0.02,8,26,0.09769397269397269,2,2,4,1,0.02
0.02,8,27,0.09714578799262535,2,2,4,1,0.02
0.02,8,28,0.09646248681068473,2,2,4,1,0.02
0.02,8,29,0.09737598799816638,2,2,4,1,0.02
0.02,16,0,0.1585018414286707,1,5,8,1,0.02
0.02,16,1,0.15861742424242425,1,5,8,1,0.02
0.02,16,2,0.1582416051274906,1,5,8,1,0.02
0.02,16,3,0.15695678162836926,1,5,8,1,0.02
0.02,16,4,0.15849807320432382,1,5,8,1,0.02
0.02,16,5,0.1578122181676911,1,5,8,1,0.02
0.02,16,6,0.15700033348154735,1,5,8,1,0.02
0.02,16,7,0.15816461604915907,1,5,8,1,0.02
0.02,16,8,0.15776759683465222,1,5,8,1,0.02
0.02,16,9,0.15663654158510681,1,5,8,1,0.02
0.02,16,10,0.1555521735521182,1,5,8,1,0.02
0.02,16,11,0.15553270716389708,1,5,8,1,0.02
0.02,16,12,0.15800895912745888,1,5,8,1,0.02
0.02,16,13,0.157443904341407,1,5,8,1,0.02
0.02,16,14,0.160575827474085,1,5,8,1,0.02
0.02,16,15,0.15600367657298833,1,5,8,1,0.02
0.02,16,16,0.1566340172621604,1,5,8,1,0.02
0.02,16,17,0.15858387890413245,1,5,8,1,0.02
0.02,16,18,0.15859882354577184,1,5,8,1,0.02
0.02,16,19,0.15899470529889217,1,5,8,1,0.02
0.02,16,20,0.15690030958033124,1,5,8,1,0.02
0.02,16,21,0.1577026614492271,1,5,8,1,0.02
0.02,16,22,0.16034859601007923,1,5,8,1,0.02
0.02,16,23,0.15775315797501352,1,5,8,1,0.02
0.02,16,24,0.1557785447865056,1,5,8,1,0.02
0.02,16,25,0.15749036141236514,1,5,8,1,0.02
0.02,16,26,0.15878565878565878,1,5,8,1,0.02
0.02,16,27,0.15813914803365725,1,5,8,1,0.02
0.02,16,28,0.15831343366468595,1,5,8,1,0.02
0.02,16,29,0.1588853852671936,1,5,8,1,0.02
0.05,0,0,0.0,0,0,0,1,0.05
0.05,0,1,0.0,0,0,0,1,0.05
0.05,0,2,0.0,0,0,0,1,0.05
0.05,0,3,0.0,0,0,0,1,0.05
0.05,0,4,0.0,0,0,0,1,0.05
0.05,0,5,0.0,0,0,0,1,0.05
0.05,0,6,0.0,0,0,0,1,0.05
0.05,0,7,0.0,0,0,0,1,0.05
0.05,0,8,0.0,0,0,0,1,0.05
0.05,0,9,0.0,0,0,0,1,0.05
0.05,0,10,0.0,0,0,0,1,0.05
0.05,0,11,0.0,0,0,0,1,0.05
0.05,0,12,0.0,0,0,0,1,0.05
0.05,0,13,0.0,0,0,0,1,0.05
0.05,0,14,0.0,0,0,0,1,0.05
0.05,0,15,0.0,0,0,0,1,0.05
0.05,0,16,0.0,0,0,0,1,0.05
0.05,0,17,0.0,0,0,0,1,0.05
0.05,0,18,0.0,0,0,0,1,0.05
0.05,0,19,0.0,0,0,0,1,0.05
0.05,0,20,0.0,0,0,0,1,0.05
0.05,0,21,0.0,0,0,0,1,0.05
0.05,0,22,0.0,0,0,0,1,0.05
0.05,0,23,0.0,0,0,0,1,0.05
0.05,0,24,0.0,0,0,0,1,0.05
0.05,0,25,0.0,0,0,0,1,0.05
0.05,0,26,0.0,0,0,0,1,0.05
0.05,0,27,0.0,0,0,0,1,0.05
0.05,0,28,0.0,0,0,0,1,0.05
0.05,0,29,0.0,0,0,0,1,0.05
0.05,1,0,0.03693975401292474,1,0,0,1,0.05
0.05,1,1,0.03723819073083779,1,0,0,1,0.05
0.05,1,2,0.03668663787097673,1,0,0,1,0.05
0.05,1,3,0.035642298121967834,1,0,0,1,0.05
0.05,1,4,0.036226541088743895,1,0,0,1,0.05
0.05,1,5,0.03551954268588792,1,0,0,1,0.05
0.05,1,6,0.03650233437083148,1,0,0,1,0.05
0.05,1,7,0.03632588794292641,1,0,0,1,0.05
0.05,1,8,0.03695682354574483,1,0,0,1,0.05
0.05,1,9,0.0369136368053531,1,0,0,1,0.05
0.05,1,10,0.03577852181853399,1,0,0,1,0.05
0.05,1,11,0.03569443672539321,1,0,0,1,0.05
0.05,1,12,0.0357391280153585,1,0,0,1,0.05
0.05,1,13,0.03580929565302171,1,0,0,1,0.05
0.05,1,14,0.03651724425423117,1,0,0,1,0.05
0.05,1,15,0.03750382976352951,1,0,0,1,0.05
0.05,1,16,0.03572962413931644,1,0,0,1,0.05
0.05,1,17,0.036779116800800635,1,0,0,1,0.05
0.05,1,18,0.037490787223095214,1,0,0,1,0.05
0.05,1,19,0.03792905938726757,1,0,0,1,0.05
0.05,1,20,0.0370108144878042,1,0,0,1,0.05
0.05,1,21,0.038103960258651794,1,0,0,1,0.05
0.05,1,22,0.03679469866770614,1,0,0,1,0.05
0.05,1,23,0.037271731443863615,1,0,0,1,0.05
0.05,1,24,0.03741023214385125,1,0,0,1,0.05
0.05,1,25,0.03798574321138324,1,0,0,1,0.05
0.05,1,26,0.03704628704628705,1,0,0,1,0.05
0.05,1,27,0.03609697944246524,1,0,0,1,0.05
0.05,1,28,0.035347364913644694,1,0,0,1,0.05
0.05,1,29,0.03688063454138827,1,0,0,1,0.05
0.05,2,0,0.06858453199916614,2,0,1,1,0.05
0.05,2,1,0.06818181818181818,2,0,1,1,0.05
0.05,2,2,0.06831545213877664,2,0,1,1,0.05
0.05,2,3,0.06742010370185023,2,0,1,1,0.05
0.05,2,4,0.0662483827437014,2,0,1,1,0.05
0.05,2,5,0.06732063324684695,2,0,1,1,0.05
0.05,2,6,0.06796076033792797,2,0,1,1,0.05
0.05,2,7,0.06667409812309279,2,0,1,1,0.05
0.05,2,8,0.06815215882271276,2,0,1,1,0.05
0.05,2,9,0.06866297391473353,2,0,1,1,0.05
0.05,2,10,0.06793215086194969,2,0,1,1,0.05
0.05,2,11,0.0672483743678097,2,0,1,1,0.05
0.05,2,12,0.06684566372666315,2,0,1,1,0.05
0.05,2,13,0.06781620401966656,2,0,1,1,0.05
0.05,2,14,0.06822666259066781,2,0,1,1,0.05
0.05,2,15,0.067877336155753,2,0,1,1,0.05
0.05,2,16,0.06648564026544382,2,0,1,1,0.05
0.05,2,17,0.06873497074072529,2,0,1,1,0.05
0.05,2,18,0.06882118173853792,2,0,1,1,0.05
0.05,2,19,0.07011637166287144,2,0,1,1,0.05
0.05,2,20,0.06874626907112018,2,0,1,1,0.05
0.05,2,21,0.0697693780701024,2,0,1,1,0.05
0.05,2,22,0.06754743773579652,2,0,1,1,0.05
0.05,2,23,0.0688029506787393,2,0,1,1,0.05
0.05,2,24,0.0674859433279519,2,0,1,1,0.05
0.05,2,25,0.0678861675866086,2,0,1,1,0.05
0.05,2,26,0.06866744366744366,2,0,1,1,0.05
0.05,2,27,0.06777194028195567,2,0,1,1,0.05
0.05,2,28,0.06714055645026934,2,0,1,1,0.05
0.05,2,29,0.06821875564322327,2,0,1,1,0.05
0.05,4,0,0.11893544576471406,1,1,2,1,0.05
0.05,4,1,0.1176052807486631,1,1,2,1,0.05
0.05,4,2,0.11777901630207607,1,1,2,1,0.05
0.05,4,3,0.11815894463210865,1,1,2,1,0.05
0.05,4,4,0.11509300093209611,1,1,2,1,0.05
0.05,4,5,0.11589638283407101,1,1,2,1,0.05
0.05,4,6,0.1183859493108048,1,1,2,1,0.05
0.05,4,7,0.11640447559463263,1,1,2,1,0.05
0.05,4,8,0.11702068582535055,1,1,2,1,0.05
0.05,4,9,0.1163355684200297,1,1,2,1,0.05
0.05,4,10,0.11782285065995185,1,1,2,1,0.05
0.05,4,11,0.11764297226699272,1,1,2,1,0.05
0.05,4,12,0.11741465179043432,1,1,2,1,0.05
0.05,4,13,0.11762329902363608,1,1,2,1,0.05
0.05,4,14,0.11805574854792542,1,1,2,1,0.05
0.05,4,15,0.11713505835166978,1,1,2,1,0.05
0.05,4,16,0.11672046660478519,1,1,2,1,0.05
0.05,4,17,0.11878848532866297,1,1,2,1,0.05
0.05,4,18,0.12012070476005061,1,1,2,1,0.05
0.05,4,19,0.1201436135287297,1,1,2,1,0.05
0.05,4,20,0.11959796204517374,1,1,2,1,0.05
0.05,4,21,0.11896039741348209,1,1,2,1,0.05
0.05,4,22,0.11838899639431444,1,1,2,1,0.05
0.05,4,23,0.11829060303110138,1,1,2,1,0.05
0.05,4,24,0.11618326560151422,1,1,2,1,0.05
0.05,4,25,0.11860316755887167,1,1,2,1,0.05
0.05,4,26,0.1178959928959929,1,1,2,1,0.05
0.05,4,27,0.1170933891514992,1,1,2,1,0.05
0.05,4,28,0.11612150830232687,1,1,2,1,0.05
0.05,4,29,0.11680951256441957,1,1,2,1,0.05
0.05,8,0,0.18330901257730525,2,2,4,1,0.05
0.05,8,1,0.18418560606060605,2,2,4,1,0.05
0.05,8,2,0.18421345966281175,2,2,4,1,0.05
0.05,8,3,0.1817284568441831,2,2,4,1,0.05
0.05,8,4,0.1818700351970618,2,2,4,1,0.05
0.05,8,5,0.18081667198534818,2,2,4,1,0.05
0.05,8,6,0.18531847487772343,2,2,4,1,0.05
0.05,8,7,0.17885657753563616,2,2,4,1,0.05
0.05,8,8,0.18379841732611413,2,2,4,1,0.05
0.05,8,9,0.18048672136381935,2,2,4,1,0.05
0.05,8,10,0.18269736295968345,2,2,4,1,0.05
0.05,8,11,0.17991719001834047,2,2,4,1,0.05
0.05,8,12,0.18242397262179683,2,2,4,1,0.05
0.05,8,13,0.1829602908199507,2,2,4,1,0.05
0.05,8,14,0.1845593752605397,2,2,4,1,0.05
0.05,8,15,0.18144723282176978,2,2,4,1,0.05
0.05,8,16,0.18201465759687452,2,2,4,1,0.05
0.05,8,17,0.1849519758697858,2,2,4,1,0.05
0.05,8,18,0.1830874275145666,2,2,4,1,0.05
0.05,8,19,0.18369399701037986,2,2,4,1,0.05
0.05,8,20,0.1830411061596768,2,2,4,1,0.05
0.05,8,21,0.18539949490744595,2,2,4,1,0.05
0.05,8,22,0.18386212081134887,2,2,4,1,0.05
0.05,8,23,0.184001442061038,2,2,4,1,0.05
0.05,8,24,0.1807743695373824,2,2,4,1,0.05
0.05,8,25,0.18160763320666795,2,2,4,1,0.05
0.05,8,26,0.1832056832056832,2,2,4,1,0.05
0.05,8,27,0.18108096868545448,2,2,4,1,0.05
0.05,8,28,0.18127672571777642,2,2,4,1,0.05
0.05,8,29,0.18281959743849754,2,2,4,1,0.05
0.05,16,0,0.24342992147870196,1,5,8,1,0.05
0.05,16,1,0.24384469696969696,1,5,8,1,0.05
0.05,16,2,0.2434582694719242,1,5,8,1,0.05
0.05,16,3,0.2415446849326494,1,5,8,1,0.05
0.05,16,4,0.24228933932471725,1,5,8,1,0.05
0.05,16,5,0.2408530240173158,1,5,8,1,0.05
0.05,16,6,0.2435943752779013,1,5,8,1,0.05
0.05,16,7,0.23920464837599453,1,5,8,1,0.05
0.05,16,8,0.24296820769123975,1,5,8,1,0.05
0.05,16,9,0.24252773034581374,1,5,8,1,0.05
0.05,16,10,0.24236973906306206,1,5,8,1,0.05
0.05,16,11,0.23924581781804036,1,5,8,1,0.05
0.05,16,12,0.24348237389054284,1,5,8,1,0.05
0.05,16,13,0.24377063108486427,1,5,8,1,0.05
0.05,16,14,0.24469888558485953,1,5,8,1,0.05
0.05,16,15,0.24002172520402196,1,5,8,1,0.05
0.05,16,16,0.24049265042047077,1,5,8,1,0.05
0.05,16,17,0.2432481269894222,1,5,8,1,0.05
0.05,16,18,0.24352324400995676,1,5,8,1,0.05
0.05,16,19,0.2466157220491471,1,5,8,1,0.05
0.05,16,20,0.24397151305651577,1,5,8,1,0.05
0.05,16,21,0.24395692837121527,1,5,8,1,0.05
0.05,16,22,0.24281995238824464,1,5,8,1,0.05
0.05,16,23,0.24365285153704294,1,5,8,1,0.05
0.05,16,24,0.2405361019874186,1,5,8,1,0.05
0.05,16,25,0.23979973927273737,1,5,8,1,0.05
0.05,16,26,0.24173049173049174,1,5,8,1,0.05
0.05,16,27,0.2415059815079222,1,5,8,1,0.05
0.05,16,28,0.2411839840062198,1,5,8,1,0.05
0.05,16,29,0.24248149022767368,1,5,8,1,0.05
