volatility,delay_steps,seed,protocol,containment_failure_rate,false_block_rate,benign_success_rate
0.01,0,8,progressive_refresh,0.0,0.0,1.0
0.01,0,9,cached_verdict,0.0,0.0,1.0
0.01,0,9,use_time_revalidation,0.0,0.0,1.0
0.01,0,9,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,9,adaptive_cached,0.0,0.0,1.0
0.01,0,9,progressive_refresh,0.0,0.0,1.0
0.01,0,10,cached_verdict,0.0,0.0,1.0
0.01,0,10,use_time_revalidation,0.0,0.0,1.0
0.01,0,10,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,10,adaptive_cached,0.0,0.0,1.0
0.01,0,10,progressive_refresh,0.0,0.0,1.0
0.01,0,11,cached_verdict,0.0,0.0,1.0
0.01,0,11,use_time_revalidation,0.0,0.0,1.0
0.01,0,11,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,11,adaptive_cached,0.0,0.0,1.0
0.01,0,11,progressive_refresh,0.0,0.0,1.0
0.01,0,12,cached_verdict,0.0,0.0,1.0
0.01,0,12,use_time_revalidation,0.0,0.0,1.0
0.01,0,12,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,12,adaptive_cached,0.0,0.0,1.0
0.01,0,12,progressive_refresh,0.0,0.0,1.0
0.01,0,13,cached_verdict,0.0,0.0,1.0
0.01,0,13,use_time_revalidation,0.0,0.0,1.0
0.01,0,13,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,13,adaptive_cached,0.0,0.0,1.0
0.01,0,13,progressive_refresh,0.0,0.0,1.0
0.01,0,14,cached_verdict,0.0,0.0,1.0
0.01,0,14,use_time_revalidation,0.0,0.0,1.0
0.01,0,14,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,14,adaptive_cached,0.0,0.0,1.0
0.01,0,14,progressive_refresh,0.0,0.0,1.0
0.01,0,15,cached_verdict,0.0,0.0,1.0
0.01,0,15,use_time_revalidation,0.0,0.0,1.0
0.01,0,15,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,15,adaptive_cached,0.0,0.0,1.0
0.01,0,15,progressive_refresh,0.0,0.0,1.0
0.01,0,16,cached_verdict,0.0,0.0,1.0
0.01,0,16,use_time_revalidation,0.0,0.0,1.0
0.01,0,16,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,16,adaptive_cached,0.0,0.0,1.0
0.01,0,16,progressive_refresh,0.0,0.0,1.0
0.01,0,17,cached_verdict,0.0,0.0,1.0
0.01,0,17,use_time_revalidation,0.0,0.0,1.0
0.01,0,17,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,17,adaptive_cached,0.0,0.0,1.0
0.01,0,17,progressive_refresh,0.0,0.0,1.0
0.01,0,18,cached_verdict,0.0,0.0,1.0
0.01,0,18,use_time_revalidation,0.0,0.0,1.0
0.01,0,18,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,18,adaptive_cached,0.0,0.0,1.0
0.01,0,18,progressive_refresh,0.0,0.0,1.0
0.01,0,19,cached_verdict,0.0,0.0,1.0
0.01,0,19,use_time_revalidation,0.0,0.0,1.0
0.01,0,19,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,19,adaptive_cached,0.0,0.0,1.0
0.01,0,19,progressive_refresh,0.0,0.0,1.0
0.01,0,20,cached_verdict,0.0,0.0,1.0
0.01,0,20,use_time_revalidation,0.0,0.0,1.0
0.01,0,20,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,20,adaptive_cached,0.0,0.0,1.0
0.01,0,20,progressive_refresh,0.0,0.0,1.0
0.01,0,21,cached_verdict,0.0,0.0,1.0
0.01,0,21,use_time_revalidation,0.0,0.0,1.0
0.01,0,21,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,21,adaptive_cached,0.0,0.0,1.0
0.01,0,21,progressive_refresh,0.0,0.0,1.0
0.01,0,22,cached_verdict,0.0,0.0,1.0
0.01,0,22,use_time_revalidation,0.0,0.0,1.0
0.01,0,22,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,22,adaptive_cached,0.0,0.0,1.0
0.01,0,22,progressive_refresh,0.0,0.0,1.0
0.01,0,23,cached_verdict,0.0,0.0,1.0
0.01,0,23,use_time_revalidation,0.0,0.0,1.0
0.01,0,23,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,23,adaptive_cached,0.0,0.0,1.0
0.01,0,23,progressive_refresh,0.0,0.0,1.0
0.01,0,24,cached_verdict,0.0,0.0,1.0
0.01,0,24,use_time_revalidation,0.0,0.0,1.0
0.01,0,24,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,24,adaptive_cached,0.0,0.0,1.0
0.01,0,24,progressive_refresh,0.0,0.0,1.0
0.01,0,25,cached_verdict,0.0,0.0,1.0
0.01,0,25,use_time_revalidation,0.0,0.0,1.0
0.01,0,25,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,25,adaptive_cached,0.0,0.0,1.0
0.01,0,25,progressive_refresh,0.0,0.0,1.0
0.01,0,26,cached_verdict,0.0,0.0,1.0
0.01,0,26,use_time_revalidation,0.0,0.0,1.0
0.01,0,26,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,26,adaptive_cached,0.0,0.0,1.0
0.01,0,26,progressive_refresh,0.0,0.0,1.0
0.01,0,27,cached_verdict,0.0,0.0,1.0
0.01,0,27,use_time_revalidation,0.0,0.0,1.0
0.01,0,27,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,27,adaptive_cached,0.0,0.0,1.0
0.01,0,27,progressive_refresh,0.0,0.0,1.0
0.01,0,28,cached_verdict,0.0,0.0,1.0
0.01,0,28,use_time_revalidation,0.0,0.0,1.0
0.01,0,28,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,28,adaptive_cached,0.0,0.0,1.0
0.01,0,28,progressive_refresh,0.0,0.0,1.0
0.01,0,29,cached_verdict,0.0,0.0,1.0
0.01,0,29,use_time_revalidation,0.0,0.0,1.0
0.01,0,29,fixed_window_revalidation,0.0,0.0,1.0
0.01,0,29,adaptive_cached,0.0,0.0,1.0
0.01,0,29,progressive_refresh,0.0,0.0,1.0
0.01,1,0,cached_verdict,0.01873767258382643,0.002583510222321528,0.9974164897776785
0.01,1,0,use_time_revalidation,0.0,0.0,1.0
0.01,1,0,fixed_window_revalidation,0.01873767258382643,0.002583510222321528,0.9974164897776785
0.01,1,0,adaptive_cached,0.0,0.0,1.0
0.01,1,0,progressive_refresh,0.01873767258382643,0.002583510222321528,0.9974164897776785
0.01,1,1,cached_verdict,0.019968470835522858,0.003036876355748373,0.9969631236442517
0.01,1,1,use_time_revalidation,0.0,0.0,1.0
0.01,1,1,fixed_window_revalidation,0.019968470835522858,0.003036876355748373,0.9969631236442517
0.01,1,1,adaptive_cached,0.0,0.0,1.0
0.01,1,1,progressive_refresh,0.019968470835522858,0.003036876355748373,0.9969631236442517
0.01,1,2,cached_verdict,0.017466329966329967,0.0030214861235452104,0.9969785138764548
0.01,1,2,use_time_revalidation,0.0,0.0,1.0
0.01,1,2,fixed_window_revalidation,0.017466329966329967,0.0030214861235452104,0.9969785138764548
0.01,1,2,adaptive_cached,0.0,0.0,1.0
0.01,1,2,progressive_refresh,0.017466329966329967,0.0030214861235452104,0.9969785138764548
0.01,1,3,cached_verdict,0.017930255541437245,0.003334821677736228,0.9966651783222638
0.01,1,3,use_time_revalidation,0.0,0.0,1.0
0.01,1,3,fixed_window_revalidation,0.017930255541437245,0.003334821677736228,0.9966651783222638
0.01,1,3,adaptive_cached,0.0,0.0,1.0
0.01,1,3,progressive_refresh,0.017930255541437245,0.003334821677736228,0.9966651783222638
0.01,1,4,cached_verdict,0.018030708550500072,0.0032819395564493603,0.9967180604435506
0.01,1,4,use_time_revalidation,0.0,0.0,1.0
0.01,1,4,fixed_window_revalidation,0.018030708550500072,0.0032819395564493603,0.9967180604435506
0.01,1,4,adaptive_cached,0.0,0.0,1.0
0.01,1,4,progressive_refresh,0.018030708550500072,0.0032819395564493603,0.9967180604435506
0.01,1,5,cached_verdict,0.01810965021086579,0.0030787233746151594,0.9969212766253849
0.01,1,5,use_time_revalidation,0.0,0.0,1.0
0.01,1,5,fixed_window_revalidation,0.01810965021086579,0.0030787233746151594,0.9969212766253849
0.01,1,5,adaptive_cached,0.0,0.0,1.0
0.01,1,5,progressive_refresh,0.01810965021086579,0.0030787233746151594,0.9969212766253849
0.01,1,6,cached_verdict,0.01851721218961625,0.0028612103617686466,0.9971387896382313
0.01,1,6,use_time_revalidation,0.0,0.0,1.0
0.01,1,6,fixed_window_revalidation,0.01851721218961625,0.0028612103617686466,0.9971387896382313
0.01,1,6,adaptive_cached,0.0,0.0,1.0
0.01,1,6,progressive_refresh,0.01851721218961625,0.0028612103617686466,0.9971387896382313
0.01,1,7,cached_verdict,0.018931426167437947,0.0034836868319435893,0.9965163131680564
0.01,1,7,use_time_revalidation,0.0,0.0,1.0
0.01,1,7,fixed_window_revalidation,0.018931426167437947,0.0034836868319435893,0.9965163131680564
0.01,1,7,adaptive_cached,0.0,0.0,1.0
0.01,1,7,progressive_refresh,0.018931426167437947,0.0034836868319435893,0.9965163131680564
0.01,1,8,cached_verdict,0.020479502842413757,0.003194799034584746,0.9968052009654153
0.01,1,8,use_time_revalidation,0.0,0.0,1.0
0.01,1,8,fixed_window_revalidation,0.020479502842413757,0.003194799034584746,0.9968052009654153
0.01,1,8,adaptive_cached,0.0,0.0,1.0
0.01,1,8,progressive_refresh,0.020479502842413757,0.003194799034584746,0.9968052009654153
0.01,1,9,cached_verdict,0.01967711166849189,0.0030267948056295593,0.9969732051943705
0.01,1,9,use_time_revalidation,0.0,0.0,1.0
0.01,1,9,fixed_window_revalidation,0.01967711166849189,0.0030267948056295593,0.9969732051943705
0.01,1,9,adaptive_cached,0.0,0.0,1.0
0.01,1,9,progressive_refresh,0.01967711166849189,0.0030267948056295593,0.9969732051943705
0.01,1,10,cached_verdict,0.019079885877318115,0.0030155642023346305,0.9969844357976654
0.01,1,10,use_time_revalidation,0.0,0.0,1.0
0.01,1,10,fixed_window_revalidation,0.019079885877318115,0.0030155642023346305,0.9969844357976654
0.01,1,10,adaptive_cached,0.0,0.0,1.0
0.01,1,10,progressive_refresh,0.019079885877318115,0.0030155642023346305,0.9969844357976654
0.01,1,11,cached_verdict,0.018564269076021742,0.003069795998102308,0.9969302040018977
0.01,1,11,use_time_revalidation,0.0,0.0,1.0
0.01,1,11,fixed_window_revalidation,0.018564269076021742,0.003069795998102308,0.9969302040018977
0.01,1,11,adaptive_cached,0.0,0.0,1.0
0.01,1,11,progressive_refresh,0.018564269076021742,0.003069795998102308,0.9969302040018977
0.01,1,12,cached_verdict,0.017738359201773836,0.00291952449467082,0.9970804755053292
0.01,1,12,use_time_revalidation,0.0,0.0,1.0
0.01,1,12,fixed_window_revalidation,0.017738359201773836,0.00291952449467082,0.9970804755053292
0.01,1,12,adaptive_cached,0.0,0.0,1.0
0.01,1,12,progressive_refresh,0.017738359201773836,0.00291952449467082,0.9970804755053292
0.01,1,13,cached_verdict,0.020514615788552425,0.0031357177853993143,0.9968642822146007
0.01,1,13,use_time_revalidation,0.0,0.0,1.0
0.01,1,13,fixed_window_revalidation,0.020514615788552425,0.0031357177853993143,0.9968642822146007
0.01,1,13,adaptive_cached,0.0,0.0,1.0
0.01,1,13,progressive_refresh,0.020514615788552425,0.0031357177853993143,0.9968642822146007
0.01,1,14,cached_verdict,0.01818053447241148,0.003097400694822318,0.9969025993051777
0.01,1,14,use_time_revalidation,0.0,0.0,1.0
0.01,1,14,fixed_window_revalidation,0.01818053447241148,0.003097400694822318,0.9969025993051777
0.01,1,14,adaptive_cached,0.0,0.0,1.0
0.01,1,14,progressive_refresh,0.01818053447241148,0.003097400694822318,0.9969025993051777
0.01,1,15,cached_verdict,0.02060555088309504,0.003442292622859062,0.9965577073771409
0.01,1,15,use_time_revalidation,0.0,0.0,1.0
0.01,1,15,fixed_window_revalidation,0.02060555088309504,0.003442292622859062,0.9965577073771409
0.01,1,15,adaptive_cached,0.0,0.0,1.0
0.01,1,15,progressive_refresh,0.02060555088309504,0.003442292622859062,0.9965577073771409
0.01,1,16,cached_verdict,0.020207401093827685,0.0032014698922635783,0.9967985301077364
0.01,1,16,use_time_revalidation,0.0,0.0,1.0
0.01,1,16,fixed_window_revalidation,0.020207401093827685,0.0032014698922635783,0.9967985301077364
0.01,1,16,adaptive_cached,0.0,0.0,1.0
0.01,1,16,progressive_refresh,0.020207401093827685,0.0032014698922635783,0.9967985301077364
0.01,1,17,cached_verdict,0.019165727170236752,0.0030300491510277033,0.9969699508489723
0.01,1,17,use_time_revalidation,0.0,0.0,1.0
0.01,1,17,fixed_window_revalidation,0.019165727170236752,0.0030300491510277033,0.9969699508489723
0.01,1,17,adaptive_cached,0.0,0.0,1.0
0.01,1,17,progressive_refresh,0.019165727170236752,0.0030300491510277033,0.9969699508489723
0.01,1,18,cached_verdict,0.019341201338735247,0.0035327794456468616,0.9964672205543531
0.01,1,18,use_time_revalidation,0.0,0.0,1.0
0.01,1,18,fixed_window_revalidation,0.019341201338735247,0.0035327794456468616,0.9964672205543531
0.01,1,18,adaptive_cached,0.0,0.0,1.0
0.01,1,18,progressive_refresh,0.019341201338735247,0.0035327794456468616,0.9964672205543531
0.01,1,19,cached_verdict,0.018282490597576265,0.00319847371079064,0.9968015262892094
0.01,1,19,use_time_revalidation,0.0,0.0,1.0
0.01,1,19,fixed_window_revalidation,0.018282490597576265,0.00319847371079064,0.9968015262892094
0.01,1,19,adaptive_cached,0.0,0.0,1.0
0.01,1,19,progressive_refresh,0.018282490597576265,0.00319847371079064,0.9968015262892094
0.01,1,20,cached_verdict,0.01891194457209516,0.002970255609320746,0.9970297443906793
0.01,1,20,use_time_revalidation,0.0,0.0,1.0
0.01,1,20,fixed_window_revalidation,0.01891194457209516,0.002970255609320746,0.9970297443906793
0.01,1,20,adaptive_cached,0.0,0.0,1.0
0.01,1,20,progressive_refresh,0.01891194457209516,0.002970255609320746,0.9970297443906793
0.01,1,21,cached_verdict,0.02037063233837884,0.003262506274050527,0.9967374937259494
0.01,1,21,use_time_revalidation,0.0,0.0,1.0
0.01,1,21,fixed_window_revalidation,0.02037063233837884,0.003262506274050527,0.9967374937259494
0.01,1,21,adaptive_cached,0.0,0.0,1.0
0.01,1,21,progressive_refresh,0.02037063233837884,0.003262506274050527,0.9967374937259494
0.01,1,22,cached_verdict,0.01940555146155736,0.0031467211165965066,0.9968532788834035
0.01,1,22,use_time_revalidation,0.0,0.0,1.0
0.01,1,22,fixed_window_revalidation,0.01940555146155736,0.0031467211165965066,0.9968532788834035
0.01,1,22,adaptive_cached,0.0,0.0,1.0
0.01,1,22,progressive_refresh,0.01940555146155736,0.0031467211165965066,0.9968532788834035
0.01,1,23,cached_verdict,0.019275742328679752,0.002828164618685391,0.9971718353813146
0.01,1,23,use_time_revalidation,0.0,0.0,1.0
0.01,1,23,fixed_window_revalidation,0.019275742328679752,0.002828164618685391,0.9971718353813146
0.01,1,23,adaptive_cached,0.0,0.0,1.0
0.01,1,23,progressive_refresh,0.019275742328679752,0.002828164618685391,0.9971718353813146
0.01,1,24,cached_verdict,0.01822531841531208,0.0034088686467909136,0.9965911313532091
0.01,1,24,use_time_revalidation,0.0,0.0,1.0
0.01,1,24,fixed_window_revalidation,0.01822531841531208,0.0034088686467909136,0.9965911313532091
0.01,1,24,adaptive_cached,0.0,0.0,1.0
0.01,1,24,progressive_refresh,0.01822531841531208,0.0034088686467909136,0.9965911313532091
0.01,1,25,cached_verdict,0.020300432225607595,0.0033577618636274975,0.9966422381363725
0.01,1,25,use_time_revalidation,0.0,0.0,1.0
0.01,1,25,fixed_window_revalidation,0.020300432225607595,0.0033577618636274975,0.9966422381363725
0.01,1,25,adaptive_cached,0.0,0.0,1.0
0.01,1,25,progressive_refresh,0.020300432225607595,0.0033577618636274975,0.9966422381363725
0.01,1,26,cached_verdict,0.01842273081556012,0.0030930420486527154,0.9969069579513473
0.01,1,26,use_time_revalidation,0.0,0.0,1.0
0.01,1,26,fixed_window_revalidation,0.01842273081556012,0.0030930420486527154,0.9969069579513473
0.01,1,26,adaptive_cached,0.0,0.0,1.0
0.01,1,26,progressive_refresh,0.01842273081556012,0.0030930420486527154,0.9969069579513473
0.01,1,27,cached_verdict,0.019524316648917288,0.003355144090213003,0.996644855909787
0.01,1,27,use_time_revalidation,0.0,0.0,1.0
0.01,1,27,fixed_window_revalidation,0.019524316648917288,0.003355144090213003,0.996644855909787
0.01,1,27,adaptive_cached,0.0,0.0,1.0
0.01,1,27,progressive_refresh,0.019524316648917288,0.003355144090213003,0.996644855909787
0.01,1,28,cached_verdict,0.019293286219081274,0.0030404463040446302,0.9969595536959553
0.01,1,28,use_time_revalidation,0.0,0.0,1.0
0.01,1,28,fixed_window_revalidation,0.019293286219081274,0.0030404463040446302,0.9969595536959553
0.01,1,28,adaptive_cached,0.0,0.0,1.0
0.01,1,28,progressive_refresh,0.019293286219081274,0.0030404463040446302,0.9969595536959553
0.01,1,29,cached_verdict,0.01887591292382599,0.0028329402570579287,0.9971670597429421
0.01,1,29,use_time_revalidation,0.0,0.0,1.0
0.01,1,29,fixed_window_revalidation,0.01887591292382599,0.0028329402570579287,0.9971670597429421
0.01,1,29,adaptive_cached,0.0,0.0,1.0
0.01,1,29,progressive_refresh,0.01887591292382599,0.0028329402570579287,0.9971670597429421
0.01,2,0,cached_verdict,0.03755361065588061,0.00621135429957516,0.9937886457004248
0.01,2,0,use_time_revalidation,0.0,0.0,1.0
0.01,2,0,fixed_window_revalidation,0.03755361065588061,0.00621135429957516,0.9937886457004248
0.01,2,0,adaptive_cached,0.0,0.0,1.0
0.01,2,0,progressive_refresh,0.0,0.0,1.0
0.01,2,1,cached_verdict,0.038893121839717396,0.006200264319658071,0.993799735680342
0.01,2,1,use_time_revalidation,0.0,0.0,1.0
0.01,2,1,fixed_window_revalidation,0.038893121839717396,0.006200264319658071,0.993799735680342
0.01,2,1,adaptive_cached,0.0,0.0,1.0
0.01,2,1,progressive_refresh,0.0,0.0,1.0
0.01,2,2,cached_verdict,0.03448994477440867,0.006066648878652979,0.9939333511213471
0.01,2,2,use_time_revalidation,0.0,0.0,1.0
0.01,2,2,fixed_window_revalidation,0.03448994477440867,0.006066648878652979,0.9939333511213471
0.01,2,2,adaptive_cached,0.0,0.0,1.0
0.01,2,2,progressive_refresh,0.0,0.0,1.0
0.01,2,3,cached_verdict,0.03605425572718714,0.005860826404565275,0.9941391735954347
0.01,2,3,use_time_revalidation,0.0,0.0,1.0
0.01,2,3,fixed_window_revalidation,0.03605425572718714,0.005860826404565275,0.9941391735954347
0.01,2,3,adaptive_cached,0.0,0.0,1.0
0.01,2,3,progressive_refresh,0.0,0.0,1.0
0.01,2,4,cached_verdict,0.035688172417394935,0.005934426689487788,0.9940655733105123
0.01,2,4,use_time_revalidation,0.0,0.0,1.0
0.01,2,4,fixed_window_revalidation,0.035688172417394935,0.005934426689487788,0.9940655733105123
0.01,2,4,adaptive_cached,0.0,0.0,1.0
0.01,2,4,progressive_refresh,0.0,0.0,1.0
0.01,2,5,cached_verdict,0.036377654727693276,0.00603083983992388,0.9939691601600761
0.01,2,5,use_time_revalidation,0.0,0.0,1.0
0.01,2,5,fixed_window_revalidation,0.036377654727693276,0.00603083983992388,0.9939691601600761
0.01,2,5,adaptive_cached,0.0,0.0,1.0
0.01,2,5,progressive_refresh,0.0,0.0,1.0
0.01,2,6,cached_verdict,0.03631158129953563,0.006039882845891899,0.9939601171541081
0.01,2,6,use_time_revalidation,0.0,0.0,1.0
0.01,2,6,fixed_window_revalidation,0.03631158129953563,0.006039882845891899,0.9939601171541081
0.01,2,6,adaptive_cached,0.0,0.0,1.0
0.01,2,6,progressive_refresh,0.0,0.0,1.0
0.01,2,7,cached_verdict,0.03644314868804665,0.00661628364331067,0.9933837163566893
0.01,2,7,use_time_revalidation,0.0,0.0,1.0
0.01,2,7,fixed_window_revalidation,0.03644314868804665,0.00661628364331067,0.9933837163566893
0.01,2,7,adaptive_cached,0.0,0.0,1.0
0.01,2,7,progressive_refresh,0.0,0.0,1.0
0.01,2,8,cached_verdict,0.03829340793845078,0.006582172116798544,0.9934178278832014
0.01,2,8,use_time_revalidation,0.0,0.0,1.0
0.01,2,8,fixed_window_revalidation,0.03829340793845078,0.006582172116798544,0.9934178278832014
0.01,2,8,adaptive_cached,0.0,0.0,1.0
0.01,2,8,progressive_refresh,0.0,0.0,1.0
0.01,2,9,cached_verdict,0.038652061675852924,0.0057335912748478985,0.9942664087251522
0.01,2,9,use_time_revalidation,0.0,0.0,1.0
0.01,2,9,fixed_window_revalidation,0.038652061675852924,0.0057335912748478985,0.9942664087251522
0.01,2,9,adaptive_cached,0.0,0.0,1.0
0.01,2,9,progressive_refresh,0.0,0.0,1.0
0.01,2,10,cached_verdict,0.0387367382186035,0.006282371665107708,0.9937176283348923
0.01,2,10,use_time_revalidation,0.0,0.0,1.0
0.01,2,10,fixed_window_revalidation,0.0387367382186035,0.006282371665107708,0.9937176283348923
0.01,2,10,adaptive_cached,0.0,0.0,1.0
0.01,2,10,progressive_refresh,0.0,0.0,1.0
0.01,2,11,cached_verdict,0.03582037392975712,0.006135742803109897,0.9938642571968901
0.01,2,11,use_time_revalidation,0.0,0.0,1.0
0.01,2,11,fixed_window_revalidation,0.03582037392975712,0.006135742803109897,0.9938642571968901
0.01,2,11,adaptive_cached,0.0,0.0,1.0
0.01,2,11,progressive_refresh,0.0,0.0,1.0
0.01,2,12,cached_verdict,0.03470042547255353,0.006154838347867538,0.9938451616521324
0.01,2,12,use_time_revalidation,0.0,0.0,1.0
0.01,2,12,fixed_window_revalidation,0.03470042547255353,0.006154838347867538,0.9938451616521324
0.01,2,12,adaptive_cached,0.0,0.0,1.0
0.01,2,12,progressive_refresh,0.0,0.0,1.0
0.01,2,13,cached_verdict,0.0381991341991342,0.0060597539543057995,0.9939402460456942
0.01,2,13,use_time_revalidation,0.0,0.0,1.0
0.01,2,13,fixed_window_revalidation,0.0381991341991342,0.0060597539543057995,0.9939402460456942
0.01,2,13,adaptive_cached,0.0,0.0,1.0
0.01,2,13,progressive_refresh,0.0,0.0,1.0
0.01,2,14,cached_verdict,0.036006146539079416,0.006039290418406524,0.9939607095815934
0.01,2,14,use_time_revalidation,0.0,0.0,1.0
0.01,2,14,fixed_window_revalidation,0.036006146539079416,0.006039290418406524,0.9939607095815934
0.01,2,14,adaptive_cached,0.0,0.0,1.0
0.01,2,14,progressive_refresh,0.0,0.0,1.0
0.01,2,15,cached_verdict,0.03728519354278771,0.006503265678769576,0.9934967343212304
0.01,2,15,use_time_revalidation,0.0,0.0,1.0
0.01,2,15,fixed_window_revalidation,0.03728519354278771,0.006503265678769576,0.9934967343212304
0.01,2,15,adaptive_cached,0.0,0.0,1.0
0.01,2,15,progressive_refresh,0.0,0.0,1.0
0.01,2,16,cached_verdict,0.03829398538504778,0.0062206441511966,0.9937793558488034
0.01,2,16,use_time_revalidation,0.0,0.0,1.0
0.01,2,16,fixed_window_revalidation,0.03829398538504778,0.0062206441511966,0.9937793558488034
0.01,2,16,adaptive_cached,0.0,0.0,1.0
0.01,2,16,progressive_refresh,0.0,0.0,1.0
0.01,2,17,cached_verdict,0.037937641525866574,0.006185567010309278,0.9938144329896907
0.01,2,17,use_time_revalidation,0.0,0.0,1.0
0.01,2,17,fixed_window_revalidation,0.037937641525866574,0.006185567010309278,0.9938144329896907
0.01,2,17,adaptive_cached,0.0,0.0,1.0
0.01,2,17,progressive_refresh,0.0,0.0,1.0
0.01,2,18,cached_verdict,0.03715980460572226,0.0069245864872441824,0.9930754135127559
0.01,2,18,use_time_revalidation,0.0,0.0,1.0
0.01,2,18,fixed_window_revalidation,0.03715980460572226,0.0069245864872441824,0.9930754135127559
0.01,2,18,adaptive_cached,0.0,0.0,1.0
0.01,2,18,progressive_refresh,0.0,0.0,1.0
0.01,2,19,cached_verdict,0.03693740300051733,0.006971340046475601,0.9930286599535244
0.01,2,19,use_time_revalidation,0.0,0.0,1.0
0.01,2,19,fixed_window_revalidation,0.03693740300051733,0.006971340046475601,0.9930286599535244
0.01,2,19,adaptive_cached,0.0,0.0,1.0
0.01,2,19,progressive_refresh,0.0,0.0,1.0
0.01,2,20,cached_verdict,0.036074530680862985,0.006228305900794984,0.993771694099205
0.01,2,20,use_time_revalidation,0.0,0.0,1.0
0.01,2,20,fixed_window_revalidation,0.036074530680862985,0.006228305900794984,0.993771694099205
0.01,2,20,adaptive_cached,0.0,0.0,1.0
0.01,2,20,progressive_refresh,0.0,0.0,1.0
0.01,2,21,cached_verdict,0.03929108260216031,0.006317145938677461,0.9936828540613225
0.01,2,21,use_time_revalidation,0.0,0.0,1.0
0.01,2,21,fixed_window_revalidation,0.03929108260216031,0.006317145938677461,0.9936828540613225
0.01,2,21,adaptive_cached,0.0,0.0,1.0
0.01,2,21,progressive_refresh,0.0,0.0,1.0
0.01,2,22,cached_verdict,0.03695984437960261,0.0062489468067179685,0.993751053193282
0.01,2,22,use_time_revalidation,0.0,0.0,1.0
0.01,2,22,fixed_window_revalidation,0.03695984437960261,0.0062489468067179685,0.993751053193282
0.01,2,22,adaptive_cached,0.0,0.0,1.0
0.01,2,22,progressive_refresh,0.0,0.0,1.0
0.01,2,23,cached_verdict,0.03807622250245201,0.005878071992386497,0.9941219280076135
0.01,2,23,use_time_revalidation,0.0,0.0,1.0
0.01,2,23,fixed_window_revalidation,0.03807622250245201,0.005878071992386497,0.9941219280076135
0.01,2,23,adaptive_cached,0.0,0.0,1.0
0.01,2,23,progressive_refresh,0.0,0.0,1.0
0.01,2,24,cached_verdict,0.03556252176941832,0.006438490671903493,0.9935615093280965
0.01,2,24,use_time_revalidation,0.0,0.0,1.0
0.01,2,24,fixed_window_revalidation,0.03556252176941832,0.006438490671903493,0.9935615093280965
0.01,2,24,adaptive_cached,0.0,0.0,1.0
0.01,2,24,progressive_refresh,0.0,0.0,1.0
0.01,2,25,cached_verdict,0.03672494909065375,0.006403982214267737,0.9935960177857323
0.01,2,25,use_time_revalidation,0.0,0.0,1.0
0.01,2,25,fixed_window_revalidation,0.03672494909065375,0.006403982214267737,0.9935960177857323
0.01,2,25,adaptive_cached,0.0,0.0,1.0
0.01,2,25,progressive_refresh,0.0,0.0,1.0
0.01,2,26,cached_verdict,0.0390682382567941,0.00635774202131384,0.9936422579786861
0.01,2,26,use_time_revalidation,0.0,0.0,1.0
0.01,2,26,fixed_window_revalidation,0.0390682382567941,0.00635774202131384,0.9936422579786861
0.01,2,26,adaptive_cached,0.0,0.0,1.0
0.01,2,26,progressive_refresh,0.0,0.0,1.0
0.01,2,27,cached_verdict,0.0378173390919625,0.0064176955020203855,0.9935823044979796
0.01,2,27,use_time_revalidation,0.0,0.0,1.0
0.01,2,27,fixed_window_revalidation,0.0378173390919625,0.0064176955020203855,0.9935823044979796
0.01,2,27,adaptive_cached,0.0,0.0,1.0
0.01,2,27,progressive_refresh,0.0,0.0,1.0
0.01,2,28,cached_verdict,0.036950290148919804,0.005924867635935793,0.9940751323640642
0.01,2,28,use_time_revalidation,0.0,0.0,1.0
0.01,2,28,fixed_window_revalidation,0.036950290148919804,0.005924867635935793,0.9940751323640642
0.01,2,28,adaptive_cached,0.0,0.0,1.0
0.01,2,28,progressive_refresh,0.0,0.0,1.0
0.01,2,29,cached_verdict,0.036955534597785465,0.006164968964985779,0.9938350310350142
0.01,2,29,use_time_revalidation,0.0,0.0,1.0
0.01,2,29,fixed_window_revalidation,0.036955534597785465,0.006164968964985779,0.9938350310350142
0.01,2,29,adaptive_cached,0.0,0.0,1.0
0.01,2,29,progressive_refresh,0.0,0.0,1.0
0.01,4,0,cached_verdict,0.07043071352939168,0.01173592749176364,0.9882640725082363
